FECHA;TIME;y
18/7/2022;11:20:00;3
18/7/2022;11:40:00;7
18/7/2022;12:00:00;11
18/7/2022;12:20:00;9
18/7/2022;12:40:00;2
18/7/2022;13:00:00;3
18/7/2022;13:20:00;2
18/7/2022;13:40:00;2
18/7/2022;14:00:00;5
18/7/2022;14:20:00;3
18/7/2022;14:40:00;2
18/7/2022;15:00:00;5
18/7/2022;15:20:00;3
18/7/2022;15:40:00;3
18/7/2022;16:00:00;5
18/7/2022;16:20:00;2
18/7/2022;16:40:00;2
18/7/2022;17:00:00;16
18/7/2022;17:20:00;11
18/7/2022;17:40:00;4
18/7/2022;18:00:00;23
18/7/2022;18:20:00;4
18/7/2022;18:40:00;3
18/7/2022;19:00:00;3
18/7/2022;19:20:00;5
18/7/2022;19:40:00;2
18/7/2022;20:00:00;5
18/7/2022;20:20:00;3
18/7/2022;20:40:00;3
18/7/2022;21:00:00;5
18/7/2022;21:20:00;2
18/7/2022;21:40:00;1
18/7/2022;22:00:00;2
18/7/2022;22:20:00;1
18/7/2022;23:40:00;1
19/7/2022;00:20:00;2
19/7/2022;00:40:00;1
19/7/2022;01:40:00;1
19/7/2022;02:00:00;5
19/7/2022;03:20:00;1
19/7/2022;04:20:00;1
19/7/2022;04:40:00;1
19/7/2022;05:00:00;2
19/7/2022;05:20:00;3
19/7/2022;05:40:00;1
19/7/2022;06:00:00;9
19/7/2022;06:20:00;6
19/7/2022;06:40:00;2
19/7/2022;07:00:00;13
19/7/2022;07:20:00;7
19/7/2022;07:40:00;6
19/7/2022;08:00:00;12
19/7/2022;08:20:00;9
19/7/2022;08:40:00;4
19/7/2022;09:00:00;10
19/7/2022;09:20:00;3
19/7/2022;09:40:00;3
19/7/2022;10:00:00;8
19/7/2022;10:20:00;1
19/7/2022;10:40:00;1
19/7/2022;11:00:00;4
19/7/2022;11:20:00;5
19/7/2022;11:40:00;7
19/7/2022;12:00:00;5
19/7/2022;12:20:00;7
19/7/2022;12:40:00;2
19/7/2022;13:00:00;4
19/7/2022;13:20:00;3
19/7/2022;13:40:00;1
19/7/2022;14:00:00;5
19/7/2022;14:20:00;5
19/7/2022;14:40:00;2
19/7/2022;15:00:00;6
19/7/2022;15:20:00;6
19/7/2022;15:40:00;3
19/7/2022;16:00:00;5
19/7/2022;16:20:00;8
19/7/2022;16:40:00;4
19/7/2022;17:00:00;17
19/7/2022;17:20:00;18
19/7/2022;17:40:00;2
19/7/2022;18:00:00;26
19/7/2022;18:20:00;6
19/7/2022;18:40:00;1
19/7/2022;19:00:00;9
19/7/2022;19:20:00;6
19/7/2022;19:40:00;2
19/7/2022;20:00:00;4
19/7/2022;20:20:00;5
19/7/2022;20:40:00;2
19/7/2022;21:00:00;5
19/7/2022;21:20:00;5
19/7/2022;21:40:00;1
19/7/2022;22:00:00;2
19/7/2022;23:00:00;1
20/7/2022;00:00:00;3
20/7/2022;00:40:00;1
20/7/2022;01:00:00;1
20/7/2022;02:00:00;6
20/7/2022;03:00:00;2
20/7/2022;03:20:00;2
20/7/2022;04:20:00;1
20/7/2022;04:40:00;3
20/7/2022;05:00:00;3
20/7/2022;05:20:00;1
20/7/2022;06:00:00;6
20/7/2022;06:20:00;7
20/7/2022;06:40:00;4
20/7/2022;07:00:00;12
20/7/2022;07:20:00;5
20/7/2022;07:40:00;8
20/7/2022;08:00:00;17
20/7/2022;08:20:00;7
20/7/2022;08:40:00;7
20/7/2022;09:00:00;4
20/7/2022;09:20:00;7
20/7/2022;09:40:00;1
20/7/2022;10:00:00;7
20/7/2022;10:20:00;5
20/7/2022;10:40:00;7
20/7/2022;11:00:00;8
20/7/2022;11:20:00;4
20/7/2022;11:40:00;4
20/7/2022;12:00:00;4
20/7/2022;12:20:00;10
20/7/2022;12:40:00;8
20/7/2022;13:00:00;8
20/7/2022;13:20:00;7
20/7/2022;13:40:00;4
20/7/2022;14:00:00;9
20/7/2022;14:20:00;8
20/7/2022;14:40:00;3
20/7/2022;15:00:00;3
20/7/2022;15:20:00;6
20/7/2022;15:40:00;3
20/7/2022;16:00:00;12
20/7/2022;16:20:00;8
20/7/2022;16:40:00;5
20/7/2022;17:00:00;15
20/7/2022;17:20:00;15
20/7/2022;17:40:00;3
20/7/2022;18:00:00;25
20/7/2022;18:20:00;6
20/7/2022;18:40:00;1
20/7/2022;19:00:00;12
20/7/2022;19:20:00;3
20/7/2022;19:40:00;1
20/7/2022;20:00:00;2
20/7/2022;20:20:00;1
20/7/2022;21:00:00;5
20/7/2022;21:20:00;2
20/7/2022;21:40:00;6
20/7/2022;22:00:00;3
20/7/2022;22:40:00;1
20/7/2022;23:40:00;1
21/7/2022;02:00:00;6
21/7/2022;04:20:00;1
21/7/2022;04:40:00;2
21/7/2022;05:20:00;2
21/7/2022;05:40:00;2
21/7/2022;06:00:00;7
21/7/2022;06:20:00;6
21/7/2022;06:40:00;2
21/7/2022;07:00:00;8
21/7/2022;07:20:00;5
21/7/2022;07:40:00;9
21/7/2022;08:00:00;13
21/7/2022;08:20:00;10
21/7/2022;08:40:00;9
21/7/2022;09:00:00;6
21/7/2022;09:20:00;11
21/7/2022;09:40:00;2
21/7/2022;10:00:00;7
21/7/2022;10:20:00;6
21/7/2022;10:40:00;4
21/7/2022;11:00:00;5
21/7/2022;11:20:00;5
21/7/2022;11:40:00;3
21/7/2022;12:00:00;5
